31002.31324,-80967.66086,77883.5258,48843.18235,-99379.82955,-5869.91744,12089.14713
30896.98816,-54473.15729,73882.56923,76768.40358,-106211.69278,13313.0134,16658.48435
17374.16934,-59403.69201,27580.31884,79138.68698,-19277.60536,3190.04834,68552.28418
30012.5232,-61078.92925,67626.07322,82263.71013,-90379.28654,-2586.86963,13879.08185
697.81242,-32725.14544,49878.31245,5440.83459,-107648.77193,610.97418,-46974.20304
27567.28911,-13115.32517,56489.30966,18555.42032,-86212.6938,-14980.38953,-43984.03257
12199.71831,-50703.47658,54011.57375,9097.74486,-94281.8466,-19900.40795,-40054.78652
20507.06204,-30225.49083,57525.803,764.16908,-95071.53404,-17295.58658,-41044.9521
7800.07608,-74837.87293,60678.68409,79398.60973,-101496.79758,10985.40867,5056.90568
18676.33666,-50888.13621,65104.51364,-42105.88546,-104264.08256,-26216.10278,-41183.32782
19312.13257,-42529.67501,58901.55097,-7296.33199,-97885.79454,-22468.45354,-36688.32743
10012.85806,70265.45699,-35172.73951,-19715.43182,43877.14622,-37538.93318,-25987.19941
39045.70981,-47625.447,32058.98782,92741.45917,-7665.14084,-11734.843,83124.72156
18363.58723,-43319.67714,47748.04539,14707.86337,-84405.54786,-38633.83398,-26694.27125
9180.15965,51806.3311,-26569.49161,-34995.58393,11953.58062,-30423.94682,2367.77391
48582.69322,-13962.67346,30319.94978,96118.31879,15524.00447,-13086.44348,59319.79893
29019.83377,-65818.86974,40894.25222,49550.61343,-26291.96347,-1783.92941,72362.84432
-914.27935,50206.79322,-33179.86458,-22936.39963,21269.30308,-25340.27532,-14413.59148
22672.42776,40070.05105,-53817.82283,38606.75804,120085.06521,-27163.36987,89107.79053
34236.14105,-21479.45415,23448.51932,125681.9156,-1998.02752,5440.44961,72813.70635
20168.58323,-40297.85121,64239.85563,-32060.07094,-101313.56978,-20591.92263,-45493.68298
10822.74309,46686.85436,-59706.49381,59776.48229,107827.43389,-6435.53813,90707.47299
10998.07434,-39370.08471,52991.9345,5511.53248,-101498.01767,-14189.93063,-36621.62032
20844.73017,-44104.3432,57587.70973,10944.42797,-99283.98551,-21120.82633,-27134.95631
238.69407,26365.0465,-39480.43172,-41930.66139,43761.75111,-65794.64071,-11472.77674
38543.94527,-45614.09743,74937.02476,64283.68881,-88840.12879,891.71261,2944.83828
48491.37804,-27793.88248,78002.45236,60500.3192,-82298.92459,-752.01139,-1548.72454
29285.3301,27621.19517,-49122.25499,37874.67784,121396.78959,-35460.01507,96616.77279
11352.68689,65957.42162,-20372.38586,-43899.55894,14738.27009,-15965.94898,-20997.19229
-16918.50036,12411.57734,-37701.23199,-32967.54109,15339.07965,-34365.65334,-9164.60122
22512.79457,-62713.04152,61444.56605,76965.30667,-85133.85031,-7644.45515,7513.84167
29781.38715,-84306.21454,77257.43453,70351.57104,-110926.68307,3107.3818,28152.67658
13654.05573,-25818.4555,54768.32487,7188.62657,-96845.80056,-6561.74982,-49269.72403
9820.81313,71057.17331,-36848.2014,-12185.55518,42902.9564,-37244.90889,-21125.83127
1903.3539,53144.62097,-34353.38434,-26772.05568,37604.50361,-34427.69699,-28437.8468
5428.56284,-45482.88362,49120.2791,-1157.54272,-103117.28458,-19708.98758,-33095.97366
-11217.5329,39937.47412,-36822.36789,-30774.69507,29933.29085,-26572.03518,-33702.64248
39683.13182,-39910.35694,27740.34483,79636.56915,18725.19701,-26431.55988,56568.7017
40744.64543,-58843.90897,73835.89357,59190.93302,-73037.87129,-16934.5459,-2885.4211
38319.71961,-62602.25851,81039.78506,49875.72092,-103191.67315,599.07154,14958.71263
-7965.5203,42589.52941,-32808.92058,-30033.25736,9452.21068,-18801.19056,-11125.52726
4408.91437,64484.9207,-23947.70315,-29528.20685,18781.99563,-7715.60617,-31848.30909
29010.37003,65566.39868,-53219.76892,52906.10941,120483.45725,-15558.68921,86848.03874
-13211.63621,38247.13345,-35878.18213,-25157.73652,19065.38479,-18531.81716,-25268.5785
27992.06464,45398.63658,-49905.20405,43943.48821,120439.96523,-22003.39678,87061.77066
41678.69273,-42459.80729,44043.03624,82256.47923,-26916.95489,11502.43527,79872.59244
5818.51154,-35098.8848,46349.08263,-2984.21757,-94936.46433,-22169.83746,-41530.79214
12499.906,72103.86654,-34795.23789,-21759.48489,47260.34417,-41009.83686,-26933.01552
19072.85032,-61304.29107,27000.55159,83704.15694,-20583.88048,4.37846,76725.26167
-6756.04535,-50688.82441,46104.98935,-1755.78136,-99301.72181,-9864.05494,-54736.7156
